station_1,station_2,s1_strip,s2_strip,trains,geometry_x,city1,geometry_y,city2,dist
Anda Railway Station,Haerbin Railway Station,anda,haerbin,112,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (14095719.606631186 5741594.730499727 0),haerbin,0.17852998392697822
Anda Railway Station,Haerbin Railway Station,anda,haerbin,112,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (14085269.24397349 5756055.054812817 0),haerbin,0.16174720868522593
Anda Railway Station,Haerbin Railway Station,anda,haerbin,112,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (14089960.806918606 5733174.4947545845 0),haerbin,0.17898741094538165
Anda Railway Station,Daqingdong Railway Station,anda,daqing,378,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (13901461.981958764 5886018.189908734 0),daqing,0.0637138679368485
Anda Railway Station,Daqingdong Railway Station,anda,daqing,378,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (13927881.406541143 5865785.200653449 0),daqing,0.03052577303281213
Anda Railway Station,Zhaodong Railway Station,anda,zhao,154,POINT Z (13950023.085249742 5844771.660180318 0),anda,POINT Z (14025491.36481536 5792435.35793435 0),zhao,0.09183980484177605
Anluxi Railway Station,Hankou Railway Station,anlu,hankou,99,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12718234.237212313 3583674.815616224 0),hankou,0.10358240711247955
Anluxi Railway Station,Xiangyangdong Railway Station,anlu,xiangyang,35,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12484497.973662259 3771095.699993821 0),xiangyang,0.20085701636359488
Anluxi Railway Station,Xiangyangdong Railway Station,anlu,xiangyang,35,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12492304.313400622 3776357.1652474827 0),xiangyang,0.19712251466871586
Anluxi Railway Station,Yunmengdong Railway Station,anlu,yunmeng,329,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12660642.008832598 3635862.586385967 0),yunmeng,0.030918235018549407
Anluxi Railway Station,Suizhounan Railway Station,anlu,suizhou,175,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12625080.870260518 3726864.575030445 0),suizhou,0.06785952250858693
Anluxi Railway Station,Zaoyang Railway Station,anlu,zaoyang,111,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12551907.679553393 3772737.6427242486 0),zaoyang,0.14873722680533158
Anluxi Railway Station,Xiaogandong Railway Station,anlu,xiaogan,74,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12683967.424831215 3624444.3172212415 0),xiaogan,0.05048137694445267
Anluxi Railway Station,Xiaogandong Railway Station,anlu,xiaogan,74,POINT Z (12655922.034147816 3666418.4220910706 0),anlu,POINT Z (12714534.700803723 3709522.6278174957 0),xiaogan,0.0727558742908262
Anqing Railway Station,Shanghaihongqiao Railway Station,anqing,shanghaihongqiao,572,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13504866.490043916 3658229.2535873577 0),shanghaihongqiao,0.4810743773333358
Anqing Railway Station,Beijingnan Railway Station,anqing,beijing,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12959931.421973908 4851589.804862066 0),beijing,1.2788875009437284
Anqing Railway Station,Beijingnan Railway Station,anqing,beijing,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12948133.830318343 4850529.947923675 0),beijing,1.2785406349337
Anqing Railway Station,Beijingnan Railway Station,anqing,beijing,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12954622.78792938 4846115.115672885 0),beijing,1.2737290560705716
Anqing Railway Station,Hefeinan Railway Station,anqing,hefei,271,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13047815.489511937 3741745.8354292926 0),hefei,0.1678956176718659
Anqing Railway Station,Hefeinan Railway Station,anqing,hefei,271,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13056105.745874763 3737160.9749078625 0),hefei,0.16438946700840204
Anqing Railway Station,Hefeinan Railway Station,anqing,hefei,271,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13059093.506238472 3748582.5311380136 0),hefei,0.17613676966717415
Anqing Railway Station,Shanghai Railway Station,anqing,shanghai,702,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13519890.3616607 3665472.189793042 0),shanghai,0.4971483782220092
Anqing Railway Station,Shanghai Railway Station,anqing,shanghai,702,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13513619.73797257 3667315.7554583913 0),shanghai,0.4913287709925058
Anqing Railway Station,Shanghai Railway Station,anqing,shanghai,702,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13516935.750460241 3652860.7181513165 0),shanghai,0.49208331503560193
Anqing Railway Station,Shijiazhuang Railway Station,anqing,shijiazhuang,28,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,1.0463590088463144
Anqing Railway Station,Shijiazhuang Railway Station,anqing,shijiazhuang,28,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,1.0545520703843152
Anqing Railway Station,Shijiazhuang Railway Station,anqing,shijiazhuang,28,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,1.058756117268233
Anqing Railway Station,Wenzhounan Railway Station,anqing,wenzhou,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13434143.033231903 3246871.326967456 0),wenzhou,0.5195222081914221
Anqing Railway Station,Wenzhounan Railway Station,anqing,wenzhou,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13423006.142569061 3245109.944453854 0),wenzhou,0.5120625135381305
Anqing Railway Station,Xianbei Railway Station,anqing,xian,10,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (12126488.925853157 4079621.9403336737 0),xian,1.0359956516027584
Anqing Railway Station,Quzhou Railway Station,anqing,quzhou,111,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13233279.70630225 3366194.747457207 0),quzhou,0.29041979931976536
Anqing Railway Station,Chizhou Railway Station,anqing,chizhou,218,POINT Z (13031102.01645251 3574684.175400101 0),anqing,POINT Z (13081963.3432135 3583659.815244567 0),chizhou,0.05164723294142503
Anshanxi Railway Station,Shenyangbei Railway Station,anshan,shenyang,2421,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13736830.159574749 5111054.63839367 0),shenyang,0.09812936000217584
Anshanxi Railway Station,Shenyangbei Railway Station,anshan,shenyang,2421,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13740069.758467756 5133636.519699833 0),shenyang,0.1190999179544867
Anshanxi Railway Station,Shenyangbei Railway Station,anshan,shenyang,2421,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13735475.647499198 5129912.210218164 0),shenyang,0.11363344292618283
Anshanxi Railway Station,Panjin Railway Station,anshan,panjin,316,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13587394.70347921 5041271.136888021 0),panjin,0.09550315588670873
Anshanxi Railway Station,Panjin Railway Station,anshan,panjin,316,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13558954.6917688 5061570.744305242 0),panjin,0.12731318164631714
Anshanxi Railway Station,Liaoyang Railway Station,anshan,liaoyang,367,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13710390.248087237 5053805.975321391 0),liaoyang,0.03720450819164928
Anshanxi Railway Station,Haichengxi Railway Station,anshan,haicheng,931,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13643005.639286634 4987192.191209048 0),haicheng,0.05769643932852333
Anshanxi Railway Station,Dalianbei Railway Station,anshan,dalian,339,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13536738.234080937 4723915.976116797 0),dalian,0.3384773642116919
Anshanxi Railway Station,Dalianbei Railway Station,anshan,dalian,339,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13539553.7176252 4710480.937450008 0),dalian,0.3494980922547538
Anshanxi Railway Station,Yingkoudong Railway Station,anshan,yingkou,1439,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13628219.020785518 4956939.23837321 0),yingkou,0.09046721226277436
Anshanxi Railway Station,Boyuquan Railway Station,anshan,boyuquan,279,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13590970.526418863 4893022.7593347505 0),boyuquan,0.16419292984970432
Anshanxi Railway Station,Wafangdianxi Railway Station,anshan,wafangdian,109,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13562439.081108853 4816032.484725237 0),wafangdian,0.2448029960469955
Anshanxi Railway Station,Gaizhouxi Railway Station,anshan,gaizhou,334,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13610953.35039764 4924638.464131298 0),gaizhou,0.12680699216936048
Anshanxi Railway Station,Puwan Railway Station,anshan,puwan,112,POINT Z (13682176.369899875 5029554.119569486 0),anshan,POINT Z (13559640.914535904 4768887.583996603 0),puwan,0.28803121460845954
Antingbei Railway Station,Shanghaihongqiao Railway Station,anting,shanghaihongqiao,111,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13504866.490043916 3658229.2535873577 0),shanghaihongqiao,0.02395132685821428
Antingbei Railway Station,Jiaxingnan Railway Station,anting,jiaxing,1,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13446920.29240016 3592876.847255029 0),jiaxing,0.09032156340012809
Antingbei Railway Station,Kunshannan Railway Station,anting,kunshan,306,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13463712.075604407 3678979.485994838 0),kunshan,0.023612289937756076
Antingbei Railway Station,Shanghai Railway Station,anting,shanghai,425,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13519890.3616607 3665472.189793042 0),shanghai,0.03417529280314054
Antingbei Railway Station,Shanghai Railway Station,anting,shanghai,425,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13513619.73797257 3667315.7554583913 0),shanghai,0.02764448973250778
Antingbei Railway Station,Shanghai Railway Station,anting,shanghai,425,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13516935.750460241 3652860.7181513165 0),shanghai,0.036787934783798173
Antingbei Railway Station,Suzhou Railway Station,anting,suzhou,112,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13425866.515475348 3675961.030404923 0),suzhou,0.06094518249129739
Antingbei Railway Station,Suzhou Railway Station,anting,suzhou,112,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13051833.601597758 3985303.9383740523 0),suzhou,0.5349122714217853
Antingbei Railway Station,Suzhou Railway Station,anting,suzhou,112,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13429494.07682002 3687874.9187155915 0),suzhou,0.058957001078472876
Antingbei Railway Station,Suzhouyuanqu Railway Station,anting,suzhouyuanqu,224,POINT Z (13486777.794696901 3673928.4624499693 0),anting,POINT Z (13436977.083308758 3677312.037149992 0),suzhouyuanqu,0.04991552296145685
Antuxi Railway Station,Dunhua Railway Station,antu,dunhua,252,POINT Z (14348185.33075865 5327939.064522142 0),antu,POINT Z (14275407.86414337 5369876.5154540725 0),dunhua,0.08399588940898435
Antuxi Railway Station,Yanjixi Railway Station,antu,yanji,362,POINT Z (14348185.33075865 5327939.064522142 0),antu,POINT Z (14405589.839188607 5297169.426577908 0),yanji,0.06513100803230584
Anyangdong Railway Station,Shanghaihongqiao Railway Station,anyang,shanghaihongqiao,109,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (13504866.490043916 3658229.2535873577 0),shanghaihongqiao,1.006050385780516
Anyangdong Railway Station,Shenzhenbei Railway Station,anyang,shenzhen,111,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12702900.096578721 2575750.574298596 0),shenzhen,1.7368563715262433
Anyangdong Railway Station,Shenzhenbei Railway Station,anyang,shenzhen,111,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12693088.623529322 2585166.595883038 0),shenzhen,1.7276832158866011
Anyangdong Railway Station,Zhengzhoudong Railway Station,anyang,zhengzhou,1761,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,0.1958981276119677
Anyangdong Railway Station,Zhengzhoudong Railway Station,anyang,zhengzhou,1761,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,0.2029391200196241
Anyangdong Railway Station,Zhengzhoudong Railway Station,anyang,zhengzhou,1761,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,0.215941385937442
Anyangdong Railway Station,Xinxiangdong Railway Station,anyang,xinxiang,1,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12687453.384444015 4206695.6405839175 0),xinxiang,0.11803319255481719
Anyangdong Railway Station,Hebidong Railway Station,anyang,hebi,22,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12723249.31997851 4260230.815897252 0),hebi,0.05471902873375876
Anyangdong Railway Station,Shijiazhuang Railway Station,anyang,shijiazhuang,342,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,0.26859868262934367
Anyangdong Railway Station,Shijiazhuang Railway Station,anyang,shijiazhuang,342,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,0.2765037310674147
Anyangdong Railway Station,Shijiazhuang Railway Station,anyang,shijiazhuang,342,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,0.27782031215349307
Anyangdong Railway Station,Xingtaidong Railway Station,anyang,xingtai,912,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12755578.367711974 4451887.784007061 0),xingtai,0.14051060360865555
Anyangdong Railway Station,Handandong Railway Station,anyang,handan,2921,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12751879.424970226 4386263.021461886 0),handan,0.07494938326753799
Anyangdong Railway Station,Shangqiu Railway Station,anyang,shangqiu,15,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12874269.71548806 4088804.331000757 0),shangqiu,0.26045381238079474
Anyangdong Railway Station,Chengdudong Railway Station,anyang,chengdu,109,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1.3603795115523674
Anyangdong Railway Station,Chengdudong Railway Station,anyang,chengdu,109,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1.3701481614047772
Anyangdong Railway Station,Chengdudong Railway Station,anyang,chengdu,109,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1.3586792550861984
Anyangdong Railway Station,Chengdudong Railway Station,anyang,chengdu,109,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1.367299765841643
Anyangdong Railway Station,Luoyanglongmen Railway Station,anyang,luoyanglongmen,22,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12518205.620782707 4108840.892713407 0),luoyanglongmen,0.30118550761510243
Anyangdong Railway Station,Sanmenxianan Railway Station,anyang,sanmenxia,1,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12373670.146773424 4129855.8122887374 0),sanmenxia,0.409534638044389
Anyangdong Railway Station,Pingxiangbei Railway Station,anyang,pingxiang,1,POINT Z (12740369.230740217 4312202.738712144 0),anyang,POINT Z (12672854.380250448 3209679.8225717666 0),pingxiang,1.104588174683822
Baigou Railway Station,Tianjinxi Railway Station,baigou,tianjin,335,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,0.12405436481998901
Baigou Railway Station,Tianjinxi Railway Station,baigou,tianjin,335,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,0.11906126228983888
Baigou Railway Station,Tianjinxi Railway Station,baigou,tianjin,335,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,0.10735685060724522
Baigou Railway Station,Tianjinxi Railway Station,baigou,tianjin,335,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,0.12433357459100366
Baigou Railway Station,Shijiazhuang Railway Station,baigou,shijiazhuang,5,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,0.23611666276066337
Baigou Railway Station,Shijiazhuang Railway Station,baigou,shijiazhuang,5,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,0.23268329884355066
Baigou Railway Station,Shijiazhuang Railway Station,baigou,shijiazhuang,5,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,0.24078936856503805
Baigou Railway Station,Baodingdong Railway Station,baigou,baoding,450,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12854504.011604475 4701916.527166551 0),baoding,0.0758732100561076
Baigou Railway Station,Baodingdong Railway Station,baigou,baoding,450,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12868141.961683458 4702123.238325208 0),baoding,0.06367993753303738
Baigou Railway Station,Baiyangdian Railway Station,baigou,baiyangdian,595,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,0.024915771923555662
Baigou Railway Station,Shengfang Railway Station,baigou,shengfang,223,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12988995.038792573 4739063.911339692 0),shengfang,0.06596138155118542
Baigou Railway Station,Bazhouxi Railway Station,baigou,bazhou,562,POINT Z (12923222.12448898 4734081.181149 0),baigou,POINT Z (12951813.909415778 4734693.364008634 0),bazhou,0.028598337943907055
Baiyangdian Railway Station,Tianjinxi Railway Station,baiyangdian,tianjin,559,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,0.1489485845312107
Baiyangdian Railway Station,Tianjinxi Railway Station,baiyangdian,tianjin,559,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,0.14397410683109765
Baiyangdian Railway Station,Tianjinxi Railway Station,baiyangdian,tianjin,559,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,0.13206457776905178
Baiyangdian Railway Station,Tianjinxi Railway Station,baiyangdian,tianjin,559,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,0.14924818485223695
Baiyangdian Railway Station,Shijiazhuang Railway Station,baiyangdian,shijiazhuang,224,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,0.21607782834714478
Baiyangdian Railway Station,Shijiazhuang Railway Station,baiyangdian,shijiazhuang,224,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,0.21217104334040954
Baiyangdian Railway Station,Shijiazhuang Railway Station,baiyangdian,shijiazhuang,224,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,0.2197921591025814
Baiyangdian Railway Station,Dingzhoudong Railway Station,baiyangdian,dingzhou,112,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12809450.984548762 4651358.700339817 0),dingzhou,0.11977884892723216
Baiyangdian Railway Station,Baodingdong Railway Station,baiyangdian,baoding,1531,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12854504.011604475 4701916.527166551 0),baoding,0.052985233222889616
Baiyangdian Railway Station,Baodingdong Railway Station,baiyangdian,baoding,1531,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12868141.961683458 4702123.238325208 0),baoding,0.04222469198236451
Baiyangdian Railway Station,Baigou Railway Station,baiyangdian,baigou,677,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12923222.12448898 4734081.181149 0),baigou,0.024915771923555662
Baiyangdian Railway Station,Shengfang Railway Station,baiyangdian,shengfang,111,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12988995.038792573 4739063.911339692 0),shengfang,0.09087071497817131
Baiyangdian Railway Station,Bazhouxi Railway Station,baiyangdian,bazhou,531,POINT Z (12898436.605536334 4731536.826457786 0),baiyangdian,POINT Z (12951813.909415778 4734693.364008634 0),bazhou,0.05347055543706623
Bangbunan Railway Station,Jinanxi Railway Station,bangbu,ji,223,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13022731.377064614 4393306.540143433 0),ji,0.5132273503350251
Bangbunan Railway Station,Jinanxi Railway Station,bangbu,ji,223,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13011676.229528375 4393063.6699935505 0),ji,0.5141866251382975
Bangbunan Railway Station,Jinanxi Railway Station,bangbu,ji,223,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13198460.379109515 3512963.563989763 0),ji,0.39029816562172553
Bangbunan Railway Station,Nanjingnan Railway Station,bangbu,nanjing,4337,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13073769.73944196 2824412.1832262203 0),nanjing,1.058134760708466
Bangbunan Railway Station,Nanjingnan Railway Station,bangbu,nanjing,4337,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13223996.056399565 3759466.325389543 0),nanjing,0.19480606453314042
Bangbunan Railway Station,Nanjingnan Railway Station,bangbu,nanjing,4337,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13223864.8071577 3775000.887935812 0),nanjing,0.18527576018612593
Bangbunan Railway Station,Shanghaihongqiao Railway Station,bangbu,shanghaihongqiao,23,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13504866.490043916 3658229.2535873577 0),shanghaihongqiao,0.4866511307043862
Bangbunan Railway Station,Guangzhounan Railway Station,bangbu,guangzhou,99,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (12614707.82010236 2650635.188404234 0),guangzhou,1.3143953356960085
Bangbunan Railway Station,Guangzhounan Railway Station,bangbu,guangzhou,99,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (12607181.381423736 2650470.5346365725 0),guangzhou,1.3171924785324371
Bangbunan Railway Station,Guangzhounan Railway Station,bangbu,guangzhou,99,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (12608493.456616975 2630984.2265344746 0),guangzhou,1.3349802703966889
Bangbunan Railway Station,Guangzhounan Railway Station,bangbu,guangzhou,99,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (12601167.154241467 2677967.1619244507 0),guangzhou,1.293690623747707
Bangbunan Railway Station,Suzhoudong Railway Station,bangbu,suzhou,3542,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13425866.515475348 3675961.030404923 0),suzhou,0.40889402984873063
Bangbunan Railway Station,Suzhoudong Railway Station,bangbu,suzhou,3542,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13051833.601597758 3985303.9383740523 0),suzhou,0.10491405391754076
Bangbunan Railway Station,Suzhoudong Railway Station,bangbu,suzhou,3542,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13429494.07682002 3687874.9187155915 0),suzhou,0.40618599307428715
Bangbunan Railway Station,Chuzhou Railway Station,bangbu,chuzhou,25,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13170713.447112884 3789566.9788746154 0),chuzhou,0.13488392327785687
Bangbunan Railway Station,Xuzhoudong Railway Station,bangbu,xuzhou,3917,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13046827.58446825 4064579.1791325477 0),xuzhou,0.1839040231729951
Bangbunan Railway Station,Xuzhoudong Railway Station,bangbu,xuzhou,3917,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13057708.465683108 4064976.037093318 0),xuzhou,0.18306890626604047
Bangbunan Railway Station,Taian Railway Station,bangbu,taian,111,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13628415.39415589 5078089.061693267 0),taian,1.3182605669170135
Bangbunan Railway Station,Taian Railway Station,bangbu,taian,111,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13027615.561467977 4324165.12091632 0),taian,0.4439440986658875
Bangbunan Railway Station,Tengzhoudong Railway Station,bangbu,tengzhou,62,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13052488.307813268 4176225.7693736465 0),tengzhou,0.2943943539709782
Bangbunan Railway Station,Dingyuan Railway Station,bangbu,dingyuan,531,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13117585.528837748 3839358.343723564 0),dingyuan,0.06207530643186184
Bangbunan Railway Station,Hefeinan Railway Station,bangbu,hefei,434,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13047815.489511937 3741745.8354292926 0),hefei,0.14303494264818312
Bangbunan Railway Station,Hefeinan Railway Station,bangbu,hefei,434,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13056105.745874763 3737160.9749078625 0),hefei,0.14636366211196367
Bangbunan Railway Station,Hefeinan Railway Station,bangbu,hefei,434,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13059093.506238472 3748582.5311380136 0),hefei,0.13468371465737225
Bangbunan Railway Station,Shanghai Railway Station,bangbu,shanghai,55,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13519890.3616607 3665472.189793042 0),shanghai,0.49682467927739427
Bangbunan Railway Station,Shanghai Railway Station,bangbu,shanghai,55,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13513619.73797257 3667315.7554583913 0),shanghai,0.4903799572707406
Bangbunan Railway Station,Shanghai Railway Station,bangbu,shanghai,55,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13516935.750460241 3652860.7181513165 0),shanghai,0.4998369807395003
Bangbunan Railway Station,Huainandong Railway Station,bangbu,huainan,228,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13040581.077257251 3848633.039256299 0),huainan,0.04691421267443735
Bangbunan Railway Station,Huangshanbei Railway Station,bangbu,huangshan,113,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13165492.195083763 3480203.8420113465 0),huangshan,0.4128378082968679
Bangbunan Railway Station,Longyan Railway Station,bangbu,longyan,111,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13024532.319037437 2887974.088101691 0),longyan,0.995752708334991
Bangbunan Railway Station,Shuijiahu Railway Station,bangbu,shuijiahu,435,POINT Z (13072997.26989561 3882546.661971886 0),bangbu,POINT Z (13042632.033010285 3827213.6430765414 0),shuijiahu,0.06311727648730127
