station_1,station_2,s1_strip,s2_strip,trains,geometry_x,city1,geometry_y,city2,dist
Fuzhou Railway Station,Shangrao Railway Station,fuzhou,shangrao,310,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13135816.631201835 3311502.2700465834 0),shangrao,0.331918329445411
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.5244122156886322
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.5254613401246391
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.5192441623990094
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.5378118837586053
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.5512831555220578
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.5447140805243719
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.47647873475429003
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.476808454959937
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.47071774222979634
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,0.5238203650138872
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,0.5370568029902383
Fuzhou Railway Station,Hangzhoudong Railway Station,fuzhou,hangzhou,94,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,0.5304449181609843
Fuzhou Railway Station,Wuhan Railway Station,fuzhou,wuhan,217,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,0.404632083774473
Fuzhou Railway Station,Wuhan Railway Station,fuzhou,wuhan,217,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,0.8045294158773396
Fuzhou Railway Station,Wuhan Railway Station,fuzhou,wuhan,217,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,0.38660403888748435
Fuzhou Railway Station,Wuhan Railway Station,fuzhou,wuhan,217,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,0.7876277992443348
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,1.5050310902591588
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,1.5078312879810873
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,1.4926312704808586
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,1.5093750893059281
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,1.7602508572979463
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,1.764076838580468
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,1.751286802323129
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,1.7645708556310284
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,1.4602444660796632
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,1.4631433355336185
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,1.448141258448898
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,1.4645935749886538
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13047077.026734188 4741113.152474364 0),tianjin,1.7434738843570037
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13041849.082956515 4744241.343686646 0),tianjin,1.7472846984660764
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13030487.818397826 4729658.028137841 0),tianjin,1.7344526324696057
Fuzhou Railway Station,Tianjinxi Railway Station,fuzhou,tianjin,36,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13047033.121770427 4745468.662114964 0),tianjin,1.7477956471050915
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,0.9371204434103702
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,0.9395941648830249
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,0.9478775488001724
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1.2944407289677167
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1.29936050812503
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1.312038005388892
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,0.9059089809529001
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,0.9089814386144858
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,0.9183987068995085
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1.2767625224695582
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1.281690581410751
Fuzhou Railway Station,Zhengzhoudong Railway Station,fuzhou,zhengzhou,110,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1.2943874116040868
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1.4118403043209347
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1.4214222222834314
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1.4022436927680222
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1.4097204245761685
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1.8060569344536614
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1.8152475500752878
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1.7959325031498832
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1.8029804287662268
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1.430379415264892
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1.4401049834575468
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1.4210217320625376
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1.4286592327060461
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1.7934459931423419
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1.8026717060449415
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1.783362909705998
Fuzhou Railway Station,Chengdudong Railway Station,fuzhou,chengdu,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1.7904482295979065
Fuzhou Railway Station,Xianbei Railway Station,fuzhou,xian,108,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12126488.925853157 4079621.9403336737 0),xian,1.177869688533351
Fuzhou Railway Station,Xianbei Railway Station,fuzhou,xian,108,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12126488.925853157 4079621.9403336737 0),xian,1.588771439093316
Fuzhou Railway Station,Xianbei Railway Station,fuzhou,xian,108,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12126488.925853157 4079621.9403336737 0),xian,1.1688063925157721
Fuzhou Railway Station,Xianbei Railway Station,fuzhou,xian,108,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12126488.925853157 4079621.9403336737 0),xian,1.5722314392393277
Fuzhou Railway Station,Pingxiangbei Railway Station,fuzhou,pingxiang,31,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12672854.380250448 3209679.8225717666 0),pingxiang,0.2803596399040336
Fuzhou Railway Station,Pingxiangbei Railway Station,fuzhou,pingxiang,31,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12672854.380250448 3209679.8225717666 0),pingxiang,0.6524873384075348
Fuzhou Railway Station,Pingxiangbei Railway Station,fuzhou,pingxiang,31,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12672854.380250448 3209679.8225717666 0),pingxiang,0.3167639506974002
Fuzhou Railway Station,Pingxiangbei Railway Station,fuzhou,pingxiang,31,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12672854.380250448 3209679.8225717666 0),pingxiang,0.640022936248544
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12057110.204927696 2611474.926515721 0),nanning,1.0927733383443545
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12068082.499482013 2613307.55793596 0),nanning,1.0827493862405801
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12057110.204927696 2611474.926515721 0),nanning,1.2919189969489577
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12068082.499482013 2613307.55793596 0),nanning,1.2809015336321008
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12057110.204927696 2611474.926515721 0),nanning,1.1419132427794614
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12068082.499482013 2613307.55793596 0),nanning,1.131968449583427
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12057110.204927696 2611474.926515721 0),nanning,1.289274868879667
Fuzhou Railway Station,Nanningdong Railway Station,fuzhou,nanning,111,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12068082.499482013 2613307.55793596 0),nanning,1.2782793676332236
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13140197.076207682 3221395.2126334035 0),wuyishan,0.18936233695984472
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13145627.258891013 3183058.545866413 0),wuyishan,0.20189853017668397
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13140197.076207682 3221395.2126334035 0),wuyishan,0.2691943514623783
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13145627.258891013 3183058.545866413 0),wuyishan,0.234918745322547
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13140197.076207682 3221395.2126334035 0),wuyishan,0.1703129053382829
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13145627.258891013 3183058.545866413 0),wuyishan,0.1921117279007597
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13140197.076207682 3221395.2126334035 0),wuyishan,0.2516579353725454
Fuzhou Railway Station,Wuyishandong Railway Station,fuzhou,wuyishan,118,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13145627.258891013 3183058.545866413 0),wuyishan,0.21760930039886303
Fuzhou Railway Station,Jianouxi Railway Station,fuzhou,jianou,321,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13166215.96079441 3129912.4580189623 0),jianou,0.2407406216957025
Fuzhou Railway Station,Jianouxi Railway Station,fuzhou,jianou,321,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13166215.96079441 3129912.4580189623 0),jianou,0.18108037806662108
Fuzhou Railway Station,Jianouxi Railway Station,fuzhou,jianou,321,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13166215.96079441 3129912.4580189623 0),jianou,0.23975392626697484
Fuzhou Railway Station,Jianouxi Railway Station,fuzhou,jianou,321,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13166215.96079441 3129912.4580189623 0),jianou,0.16421280786144712
Fuzhou Railway Station,Nanpingbei Railway Station,fuzhou,nanping,561,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13165588.227180198 3072899.886609904 0),nanping,0.2709035147336133
Fuzhou Railway Station,Nanpingbei Railway Station,fuzhou,nanping,561,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13165588.227180198 3072899.886609904 0),nanping,0.14532883629763835
Fuzhou Railway Station,Nanpingbei Railway Station,fuzhou,nanping,561,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13165588.227180198 3072899.886609904 0),nanping,0.2790751607099269
Fuzhou Railway Station,Nanpingbei Railway Station,fuzhou,nanping,561,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13165588.227180198 3072899.886609904 0),nanping,0.13074392640229565
Fuzhou Railway Station,Gutianbei Railway Station,fuzhou,gutian,1187,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13209285.241462303 3056810.468352666 0),gutian,0.31559633310796026
Fuzhou Railway Station,Gutianbei Railway Station,fuzhou,gutian,1187,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13209285.241462303 3056810.468352666 0),gutian,0.10000317915143794
Fuzhou Railway Station,Gutianbei Railway Station,fuzhou,gutian,1187,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13209285.241462303 3056810.468352666 0),gutian,0.3207935925906013
Fuzhou Railway Station,Gutianbei Railway Station,fuzhou,gutian,1187,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13209285.241462303 3056810.468352666 0),gutian,0.08468356814925261
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,0.0
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,0.41558904207689246
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,0.05235240723655386
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,0.40006809006300803
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,0.41558904207689246
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,0.0
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,0.4199703876205956
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,0.017695093033774086
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,0.05235240723655386
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,0.4199703876205956
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,0.0
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,0.4034947686165416
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,0.40006809006300803
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,0.017695093033774086
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,0.4034947686165416
Fuzhou Railway Station,Fuzhounan Railway Station,fuzhou,fuzhou,1251,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,0.0
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13253438.438898852 2919231.389376711 0),futian,0.43976028410436
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12696134.180972638 2576261.336674063 0),futian,0.7103968377043537
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13253438.438898852 2919231.389376711 0),futian,0.08654390444614535
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12696134.180972638 2576261.336674063 0),futian,0.7281636815424103
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13253438.438898852 2919231.389376711 0),futian,0.4538624827538687
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12696134.180972638 2576261.336674063 0),futian,0.7614560447715459
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13253438.438898852 2919231.389376711 0),futian,0.09857376669028584
Fuzhou Railway Station,Futian Railway Station,fuzhou,futian,649,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12696134.180972638 2576261.336674063 0),futian,0.7311368244939063
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (12360909.070676139 2993846.6156969387 0),quanzhou,0.6396456488947443
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13198390.522566812 2872894.196906678 0),quanzhou,0.4415733599014761
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (12360909.070676139 2993846.6156969387 0),quanzhou,0.929045934687558
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,POINT Z (13198390.522566812 2872894.196906678 0),quanzhou,0.15478540352578937
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (12360909.070676139 2993846.6156969387 0),quanzhou,0.6840757429429951
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,POINT Z (13198390.522566812 2872894.196906678 0),quanzhou,0.46351394698713505
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (12360909.070676139 2993846.6156969387 0),quanzhou,0.9213872688198264
Fuzhou Railway Station,Quanzhou Railway Station,fuzhou,quanzhou,145,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,POINT Z (13198390.522566812 2872894.196906678 0),quanzhou,0.1636738008964171
Fuzhou Railway Station,Shamenbei Railway Station,fuzhou,shamen,141,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,POINT Z (13143398.869999725 2831449.433189619 0),shamen,0.4504980744527691
