,station_1,station_2,s1_strip,s2_strip,trains,geometry_x,city1,geometry_y,city2,dist_x,pop1,pop2
0,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12854504.011604475 4701916.527166551 0),baoding,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,164.20980508494233,295615,1124251
1,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12854504.011604475 4701916.527166551 0),baoding,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,159.92833994882898,295615,1124251
2,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12854504.011604475 4701916.527166551 0),baoding,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,167.20848359480993,295615,1124251
3,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12868141.961683458 4702123.238325208 0),baoding,POINT Z (12743638.45631382 4580781.525056799 0),shijiazhuang,173.85319734833803,295615,1124251
4,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12868141.961683458 4702123.238325208 0),baoding,POINT Z (12741543.877569288 4588703.974693158 0),shijiazhuang,169.97353989434652,295615,1124251
5,Baodingdong Railway Station,Shijiazhuang Railway Station,baoding,shijiazhuang,5424,POINT Z (12868141.961683458 4702123.238325208 0),baoding,POINT Z (12730413.080312736 4589844.595991859 0),shijiazhuang,177.69563384577123,295615,1124251
6,Cangzhouxi Railway Station,Langfang Railway Station,cangzhou,langfang,343,POINT Z (12997764.072270298 4622659.348840975 0),cangzhou,POINT Z (12991303.00998782 4794905.9787270315 0),langfang,172.36776622362467,63045,30051058
7,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (13736830.159574749 5111054.63839367 0),shenyang,401.7391578006338,295684,1856331
8,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (13740069.758467756 5133636.519699833 0),shenyang,380.99920166799126,295684,1856331
9,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (13735475.647499198 5129912.210218164 0),shenyang,386.64410231730096,295684,1856331
10,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (13736830.159574749 5111054.63839367 0),shenyang,390.0771024621957,295684,1856331
11,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (13740069.758467756 5133636.519699833 0),shenyang,369.1227712694188,295684,1856331
12,Changchun Railway Station,Shenyangbei Railway Station,changchun,shenyang,598,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (13735475.647499198 5129912.210218164 0),shenyang,374.7253211726849,295684,1856331
13,Changchun Railway Station,Sipingdong Railway Station,changchun,siping,2812,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (13851832.383990047 5332550.265102123 0),siping,154.32492153113944,295684,334864
14,Changchun Railway Station,Sipingdong Railway Station,changchun,siping,2812,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (13851832.383990047 5332550.265102123 0),siping,141.6796771608241,295684,334864
15,Changchunxi Railway Station,Changshanan Railway Station,changchun,changsha,110,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (12585680.700380636 3267902.908761237 0),changsha,2574.836228355883,295684,3669011
16,Changchunxi Railway Station,Changshanan Railway Station,changchun,changsha,110,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (12585680.700380636 3267902.908761237 0),changsha,2563.101520157889,295684,3669011
17,Changchunxi Railway Station,Fuyubei Railway Station,changchun,fuyu,825,POINT Z (13950269.431386689 5451404.499799183 0),changchun,POINT Z (14026041.58165875 5622506.642545678 0),fuyu,187.1292655072796,295684,206908
18,Changchunxi Railway Station,Fuyubei Railway Station,changchun,fuyu,825,POINT Z (13936456.989453055 5446180.397860233 0),changchun,POINT Z (14026041.58165875 5622506.642545678 0),fuyu,197.77852190147505,295684,206908
19,Changshanan Railway Station,Nanjingnan Railway Station,changsha,nanjing,313,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13073769.73944196 2824412.1832262203 0),nanjing,659.4808061554035,3669011,2777090
20,Changshanan Railway Station,Nanjingnan Railway Station,changsha,nanjing,313,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13223996.056399565 3759466.325389543 0),nanjing,805.6556871870672,3669011,2777090
21,Changshanan Railway Station,Nanjingnan Railway Station,changsha,nanjing,313,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13223864.8071577 3775000.887935812 0),nanjing,815.1241099524524,3669011,2777090
22,Changshanan Railway Station,Shenzhenbei Railway Station,changsha,shenzhen,1108,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12702900.096578721 2575750.574298596 0),shenzhen,702.0080063269413,3669011,36825407
23,Changshanan Railway Station,Shenzhenbei Railway Station,changsha,shenzhen,1108,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12693088.623529322 2585166.595883038 0),shenzhen,691.133369819192,3669011,36825407
24,Changshanan Railway Station,Shaoguan Railway Station,changsha,shaoguan,901,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12635723.818197628 2845550.575325505 0),shaoguan,425.30672131939446,3669011,310873
25,Changshanan Railway Station,Nanchangxi Railway Station,changsha,nanchang,307,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12903527.68979243 3333138.4191122646 0),nanchang,324.47246491636224,3669011,165182
26,Changshanan Railway Station,Nanchangxi Railway Station,changsha,nanchang,307,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12889426.821284538 3328096.3294252153 0),nanchang,309.6529571236135,3669011,165182
27,Changshanan Railway Station,Hangzhoudong Railway Station,changsha,hangzhou,10,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,845.3283104964993,3669011,3888002
28,Changshanan Railway Station,Hangzhoudong Railway Station,changsha,hangzhou,10,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,841.4998322743658,3669011,3888002
29,Changshanan Railway Station,Hangzhoudong Railway Station,changsha,hangzhou,10,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,836.3913345526797,3669011,3888002
30,Changshanan Railway Station,Wuhan Railway Station,changsha,wuhan,1648,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12737039.410628188 3582129.747412952 0),wuhan,348.78068366360765,3669011,2555926
31,Changshanan Railway Station,Xianningbei Railway Station,changsha,xianning,1004,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12723841.682937715 3482928.7977435063 0),xianning,255.58675637394185,3669011,132891
32,Changshanan Railway Station,Xianningbei Railway Station,changsha,xianning,1004,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12728215.242721744 3486702.6965575237 0),xianning,261.13108374930994,3669011,132891
33,Changshanan Railway Station,Xianningbei Railway Station,changsha,xianning,1004,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12723359.673104806 3490959.3062423686 0),xianning,262.12526773976464,3669011,132891
34,Changshanan Railway Station,Yueyangdong Railway Station,changsha,yueyang,106,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12601695.653097484 3422610.9656750713 0),yueyang,155.53476005246267,3669011,230210
35,Changshanan Railway Station,Leiyangxi Railway Station,changsha,leiyang,336,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12554895.051968668 3050869.005258733 0),leiyang,219.2064584305844,3669011,1898050
36,Changshanan Railway Station,Xuzhoudong Railway Station,changsha,xuzhou,109,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13046827.58446825 4064579.1791325477 0),xuzhou,920.5159034348382,3669011,2532907
37,Changshanan Railway Station,Xuzhoudong Railway Station,changsha,xuzhou,109,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13057708.465683108 4064976.037093318 0),xuzhou,926.3561858839912,3669011,2532907
38,Changshanan Railway Station,Hefeinan Railway Station,changsha,hefei,82,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13047815.489511937 3741745.8354292926 0),hefei,661.887968223309,3669011,138463
39,Changshanan Railway Station,Hefeinan Railway Station,changsha,hefei,82,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13056105.745874763 3737160.9749078625 0),hefei,664.4568127966043,3669011,138463
40,Changshanan Railway Station,Hefeinan Railway Station,changsha,hefei,82,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13059093.506238472 3748582.5311380136 0),hefei,674.6647938928407,3669011,138463
41,Changshanan Railway Station,Changchunxi Railway Station,changsha,changchun,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13950269.431386689 5451404.499799183 0),changchun,2574.836228355883,3669011,295684
42,Changshanan Railway Station,Changchunxi Railway Station,changsha,changchun,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13936456.989453055 5446180.397860233 0),changchun,2563.101520157889,3669011,295684
43,Changshanan Railway Station,Zhengzhoudong Railway Station,changsha,zhengzhou,22,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,867.0829535268518,3669011,2554862
44,Changshanan Railway Station,Zhengzhoudong Railway Station,changsha,zhengzhou,22,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,864.2201694726783,3669011,2554862
45,Changshanan Railway Station,Zhengzhoudong Railway Station,changsha,zhengzhou,22,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,862.2218252244342,3669011,2554862
46,Changshanan Railway Station,Shenyang Railway Station,changsha,shenyang,89,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13736830.159574749 5111054.63839367 0),shenyang,2173.0976452635373,3669011,1856331
47,Changshanan Railway Station,Shenyang Railway Station,changsha,shenyang,89,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13740069.758467756 5133636.519699833 0),shenyang,2193.986327308637,3669011,1856331
48,Changshanan Railway Station,Shenyang Railway Station,changsha,shenyang,89,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13735475.647499198 5129912.210218164 0),shenyang,2188.4028557675324,3669011,1856331
49,Changshanan Railway Station,Ningbo Railway Station,changsha,ningbo,314,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13528989.0397579 3486197.063300542 0),ningbo,968.237037633203,3669011,3586581
50,Changshanan Railway Station,Ningbo Railway Station,changsha,ningbo,314,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13534337.914907798 3484311.096416954 0),ningbo,973.027756211952,3669011,3586581
51,Changshanan Railway Station,Chengdudong Railway Station,changsha,chengdu,139,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,1052.3157219243162,3669011,851454
52,Changshanan Railway Station,Chengdudong Railway Station,changsha,chengdu,139,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,1061.618773871314,3669011,851454
53,Changshanan Railway Station,Chengdudong Railway Station,changsha,chengdu,139,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,1042.3289382374726,3669011,851454
54,Changshanan Railway Station,Chengdudong Railway Station,changsha,chengdu,139,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,1049.5099568198618,3669011,851454
55,Changshanan Railway Station,Yichun Railway Station,changsha,yichun,1411,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12738466.604089849 3222631.258319675 0),yichun,159.35198369001768,3669011,976368
56,Changshanan Railway Station,Yichun Railway Station,changsha,yichun,1411,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12733143.67528686 3222331.151928164 0),yichun,154.3441414147166,3669011,976368
57,Changshanan Railway Station,Jiujiang Railway Station,changsha,jiujiang,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12913220.016700285 3465900.3115136125 0),jiujiang,382.7335564486461,3669011,298294
58,Changshanan Railway Station,Yongzhou Railway Station,changsha,yongzhou,269,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12419360.15130254 3055893.2417004863 0),yongzhou,269.4635856156626,3669011,88935
59,Changshanan Railway Station,Guilinbei Railway Station,changsha,guilin,334,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12276023.989515863 2908177.2390334774 0),guilin,474.647064717222,3669011,300000
60,Changshanan Railway Station,Guilinbei Railway Station,changsha,guilin,334,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12278105.560243933 2916513.6145453127 0),guilin,466.9870479142632,3669011,300000
61,Changshanan Railway Station,Guilinbei Railway Station,changsha,guilin,334,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12274337.668547293 2919796.2458091145 0),guilin,467.0254085837736,3669011,300000
62,Changshanan Railway Station,Fuzhou Railway Station,changsha,fuzhou,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,367.1153153984991,3669011,1175223
63,Changshanan Railway Station,Fuzhou Railway Station,changsha,fuzhou,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,754.3221316751061,3669011,1175223
64,Changshanan Railway Station,Fuzhou Railway Station,changsha,fuzhou,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,395.7515983815928,3669011,1175223
65,Changshanan Railway Station,Fuzhou Railway Station,changsha,fuzhou,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,741.4006246001658,3669011,1175223
66,Changshanan Railway Station,Yantai Railway Station,changsha,yantai,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13511684.260940466 4515731.505384742 0),yantai,1553.8850667668023,3669011,1104408
67,Changshanan Railway Station,Yantai Railway Station,changsha,yantai,111,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (13513805.884310005 4499282.967938185 0),yantai,1541.983530126878,3669011,1104408
68,Changshanan Railway Station,Taiyuannan Railway Station,changsha,taiyuan,32,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12535130.286174435 4549982.939483829 0),taiyuan,1283.07620566904,3669011,1462546
69,Changshanan Railway Station,Taiyuannan Railway Station,changsha,taiyuan,32,POINT Z (12585680.700380636 3267902.908761237 0),changsha,POINT Z (12532538.008450605 4559660.703318949 0),taiyuan,1292.85047298834,3669011,1462546
70,Chengdudong Railway Station,Changshanan Railway Station,chengdu,changsha,139,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12585680.700380636 3267902.908761237 0),changsha,1052.3157219243162,851454,3669011
71,Chengdudong Railway Station,Changshanan Railway Station,chengdu,changsha,139,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12585680.700380636 3267902.908761237 0),changsha,1061.618773871314,851454,3669011
72,Chengdudong Railway Station,Changshanan Railway Station,chengdu,changsha,139,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12585680.700380636 3267902.908761237 0),changsha,1042.3289382374726,851454,3669011
73,Chengdudong Railway Station,Changshanan Railway Station,chengdu,changsha,139,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12585680.700380636 3267902.908761237 0),changsha,1049.5099568198618,851454,3669011
74,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,1806.800843970629,851454,3888002
75,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,1797.1721771498387,851454,3888002
76,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,1794.0456185571377,851454,3888002
77,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,1817.0915131293336,851454,3888002
78,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,1807.480783805096,851454,3888002
79,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,1804.3468724258485,851454,3888002
80,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,1798.8783432217683,851454,3888002
81,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,1789.322331399127,851454,3888002
82,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,1786.1656368192582,851454,3888002
83,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13390644.445162907 3525998.476551482 0),hangzhou,1807.2064111586387,851454,3888002
84,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13381522.455762453 3541321.759809539 0),hangzhou,1797.6758988370395,851454,3888002
85,Chengdudong Railway Station,Hangzhoudong Railway Station,chengdu,hangzhou,28,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13378205.238463944 3535214.189949766 0),hangzhou,1794.5087613968503,851454,3888002
86,Chengdudong Railway Station,Qinhuangdao Railway Station,chengdu,qinhuangdao,111,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13312307.092070917 4860818.9566915305 0),qinhuangdao,2142.051858609946,851454,270476
87,Chengdudong Railway Station,Qinhuangdao Railway Station,chengdu,qinhuangdao,111,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13312307.092070917 4860818.9566915305 0),qinhuangdao,2151.490815908244,851454,270476
88,Chengdudong Railway Station,Qinhuangdao Railway Station,chengdu,qinhuangdao,111,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13312307.092070917 4860818.9566915305 0),qinhuangdao,2141.2269043901497,851454,270476
89,Chengdudong Railway Station,Qinhuangdao Railway Station,chengdu,qinhuangdao,111,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13312307.092070917 4860818.9566915305 0),qinhuangdao,2149.667576807544,851454,270476
90,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1206.341896424283,851454,2554862
91,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1193.704272494263,851454,2554862
92,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1170.2557908535168,851454,2554862
93,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1216.4356965939965,851454,2554862
94,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1203.7872854826824,851454,2554862
95,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1180.3092773818917,851454,2554862
96,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1203.5587030528702,851454,2554862
97,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1190.963102092415,851454,2554862
98,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1167.626778070152,851454,2554862
99,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12665102.824952329 4131340.78980733 0),zhengzhou,1212.3399204252614,851454,2554862
100,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12651851.083820414 4129586.1345924106 0),zhengzhou,1199.7393722409777,851454,2554862
101,Chengdudong Railway Station,Zhengzhoudong Railway Station,chengdu,zhengzhou,662,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12625747.103720611 4129193.312293491 0),zhengzhou,1176.389321958315,851454,2554862
102,Chengdudong Railway Station,Mianyang Railway Station,chengdu,mianyang,473,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (11656761.90466194 3692924.84436704 0),mianyang,122.26282968185797,851454,975253
103,Chengdudong Railway Station,Mianyang Railway Station,chengdu,mianyang,473,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (11656761.90466194 3692924.84436704 0),mianyang,130.0180801936678,851454,975253
104,Chengdudong Railway Station,Mianyang Railway Station,chengdu,mianyang,473,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (11656761.90466194 3692924.84436704 0),mianyang,125.5565281631955,851454,975253
105,Chengdudong Railway Station,Mianyang Railway Station,chengdu,mianyang,473,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (11656761.90466194 3692924.84436704 0),mianyang,132.3975931917706,851454,975253
106,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,1411.8403043209346,851454,1175223
107,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,1806.0569344536611,851454,1175223
108,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,1430.379415264892,851454,1175223
109,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,1793.445993142342,851454,1175223
110,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,1421.4222222834314,851454,1175223
111,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,1815.247550075288,851454,1175223
112,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,1440.1049834575467,851454,1175223
113,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11574753.182332112 3592032.4728066684 0),chengdu,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,1802.6717060449416,851454,1175223
114,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,1402.243692768022,851454,1175223
115,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,1795.9325031498831,851454,1175223
116,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,1421.0217320625377,851454,1175223
117,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11592731.413233338 3584922.353970721 0),chengdu,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,1783.362909705998,851454,1175223
118,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12951665.113995776 3239109.440909619 0),fuzhou,1409.7204245761686,851454,1175223
119,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13289947.023334373 2997697.755797605 0),fuzhou,1802.9804287662269,851454,1175223
120,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (12981168.26157494 3282356.8550101635 0),fuzhou,1428.6592327060462,851454,1175223
121,Chengdudong Railway Station,Fuzhounan Railway Station,chengdu,fuzhou,111,POINT Z (11584309.365614036 3582110.8007241627 0),chengdu,POINT Z (13282085.627870172 3013550.6665344182 0),fuzhou,1790.4482295979064,851454,1175223
122,Chengdudong Railway Station,Yantai Railway Station,chengdu,yantai,93,POINT Z (11585118.164053565 3593852.2752398853 0),chengdu,POINT Z (13511684.260940466 4515731.505384742 0),yantai,2135.771111483275,851454,1104408
